Study	Drug	DrugName	Gene	Gene_in_GenAge_Human	Gene_in_GenAge_Model	Gene_targeted_by_DrugAge	Drug_targets_GenAge_Human	Drug_targets_GenAge_Model	Drug_in_DrugAge
Liu2016	CHEMBL503160	FUMARIC ACID	IFNG	NA	NA	TRUE	NA	NA	NA
Liu2016	CHEMBL1046	AMINOCAPROIC ACID	PLG	NA	NA	TRUE	NA	NA	NA
Liu2016	CHEMBL1046	AMINOCAPROIC ACID	PLAT	NA	NA	NA	NA	NA	NA
Mofidifar2018	CHEMBL334966	CANGRELOR	P2RY12	NA	NA	NA	NA	NA	NA
Mofidifar2018	CHEMBL334966	CANGRELOR	P2RY13	NA	NA	NA	NA	NA	NA
Mofidifar2018	CHEMBL1908841	LEVOLEUCOVORIN	DKK1	NA	NA	NA	NA	NA	NA
Mofidifar2018	CHEMBL2106618	GLISOXEPIDE	KCNJ10	NA	NA	NA	NA	NA	NA
Mofidifar2018	CHEMBL161	CEFTRIAXONE	CXCL8	NA	NA	TRUE	NA	NA	NA
Snell2016	CHEMBL779	TADALAFIL	PDE11A	NA	NA	NA	NA	TRUE	NA
Snell2016	CHEMBL779	TADALAFIL	PDE5A	NA	NA	NA	NA	TRUE	NA
Snell2016	CHEMBL779	TADALAFIL	PDE4A	NA	TRUE	NA	NA	TRUE	NA
Snell2016	CHEMBL192	SILDENAFIL	PDE5A	NA	NA	NA	NA	TRUE	NA
Snell2016	CHEMBL192	SILDENAFIL	ABCC5	NA	TRUE	NA	NA	TRUE	NA
Snell2016	CHEMBL192	SILDENAFIL	PDE6C	NA	NA	NA	NA	TRUE	NA
Snell2016	CHEMBL192	SILDENAFIL	SLCO1B3	NA	NA	TRUE	NA	TRUE	NA
Snell2016	CHEMBL1520	VARDENAFIL	PDE5A	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL279898	ENPROFYLLINE	PDE4A	NA	TRUE	NA	NA	TRUE	NA
Snell2016	CHEMBL279898	ENPROFYLLINE	PDE4B	NA	TRUE	TRUE	NA	TRUE	NA
Snell2016	CHEMBL249856	ENOXIMONE	PDE3A	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL12856	INAMRINONE	PDE3B	NA	NA	NA	NA	TRUE	NA
Snell2016	CHEMBL12856	INAMRINONE	PDE4B	NA	TRUE	TRUE	NA	TRUE	NA
Snell2016	CHEMBL12856	INAMRINONE	PDE3A	NA	NA	NA	NA	TRUE	NA
Snell2016	CHEMBL276832	HYDRALAZINE	CCR9	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL276832	HYDRALAZINE	AOC3	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL276832	HYDRALAZINE	HSPA4	NA	NA	TRUE	NA	NA	NA
Snell2016	CHEMBL848	LENALIDOMIDE	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	CUL4A	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	CRBN	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	TNF	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	IKZF1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	VEGFA	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	DDB1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	TNFSF11	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	VEGFC	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	RBX1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL848	LENALIDOMIDE	VEGFB	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1752	DYPHYLLINE	PDE4B	NA	TRUE	TRUE	NA	TRUE	NA
Snell2016	CHEMBL1752	DYPHYLLINE	PDE7B	NA	NA	TRUE	NA	TRUE	NA
Snell2016	CHEMBL1752	DYPHYLLINE	PDE7A	NA	NA	TRUE	NA	TRUE	NA
Snell2016	CHEMBL1752	DYPHYLLINE	PDE4A	NA	TRUE	NA	NA	TRUE	NA
Snell2016	CHEMBL1752	DYPHYLLINE	PDE4C	NA	TRUE	NA	NA	TRUE	NA
Snell2016	CHEMBL1752	DYPHYLLINE	PDE3A	NA	NA	NA	NA	TRUE	NA
Snell2016	CHEMBL1752	DYPHYLLINE	PDE4D	NA	TRUE	TRUE	NA	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	BCL2	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE3A	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE9A	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE7B	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE3B	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE5A	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	GFAP	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE6A	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE10A	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	ADORA1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	TNF	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE8B	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	ADORA2B	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE7A	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE2A	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE4A	NA	TRUE	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE6D	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE6G	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE6C	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE4D	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE4B	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	VWF	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE6H	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE1A	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	IL1B	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE8A	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	ITGB2	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE4C	NA	TRUE	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	ADORA2A	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE6B	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE1C	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PCNA	TRUE	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	PDE1B	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL628	PENTOXIFYLLINE	CXCL8	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	ATM	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	MPO	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	BAX	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	POLA1	TRUE	TRUE	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	PIK3CG	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	RRM1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	RRM2	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	DCK	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	XIAP	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	ADA	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1568	FLUDARABINE	CD40	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	PTGS1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	CPT2	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	PLAT	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	ROS1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	ALK	NA	TRUE	NA	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	PTGS2	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	MCHR1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	FES	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	ALB	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	SAA1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	CXCL8	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	CYP2C9	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL154	NAPROXEN	CYP1A2	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL477	ADENOSINE	ADORA3	NA	NA	TRUE	NA	NA	NA
Snell2016	CHEMBL477	ADENOSINE	TRPM4	NA	NA	TRUE	NA	NA	NA
Snell2016	CHEMBL477	ADENOSINE	PI4K2A	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL477	ADENOSINE	ADORA2B	NA	NA	TRUE	NA	NA	NA
Snell2016	CHEMBL477	ADENOSINE	ADORA2A	NA	NA	TRUE	NA	NA	NA
Snell2016	CHEMBL477	ADENOSINE	PI4K2B	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL477	ADENOSINE	ADORA1	NA	NA	TRUE	NA	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	PTGS2	TRUE	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	PTGS1	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	APC	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	HPGD	NA	NA	NA	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	PTGER1	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	ASIC1	NA	NA	NA	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	PTGER4	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	SLC5A8	NA	NA	NA	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	ABCB1	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	IFNG	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	CPT2	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	VHL	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	CYP19A1	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	DDIT3	TRUE	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL521	IBUPROFEN	CYP1A2	NA	NA	TRUE	TRUE	NA	NA
Snell2016	CHEMBL1342	OXYBATE	GABBR2	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL1342	OXYBATE	SLC52A2	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL1342	OXYBATE	SLC5A2	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL1342	OXYBATE	GABBR1	NA	NA	NA	NA	NA	NA
Snell2016	CHEMBL741	LAMOTRIGINE	SCN9A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN3A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN10A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN2A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN8A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN11A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN5A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN4A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	PPT1	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	GNRHR	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN1A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL741	LAMOTRIGINE	SCN7A	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL558	MEXILETINE	CYP2D6	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL558	MEXILETINE	SCN5A	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL558	MEXILETINE	TAC1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL558	MEXILETINE	AGTR1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL558	MEXILETINE	SCN4A	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1149	LEVOCARNITINE	CPT1B	NA	NA	TRUE	NA	NA	TRUE
Snell2016	CHEMBL1679	LEUCOVORIN	ABCC4	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	APC	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	MAP2K3	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	RUNX3	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	DPYD	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	MAP2K4	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	TYMS	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	MAP2K1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	BAX	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1679	LEUCOVORIN	MET	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	BAX	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	ATIC	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	DHFR	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	ABCC4	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	TPM3	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	TYMS	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	AFP	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	BIRC5	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	HSPB2	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	S100A12	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	CDKN1B	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	S100A8	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	SLCO1B1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	FOLH1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	CCND1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	KCNA1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	GSTM1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	RB1	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	NOTCH1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	HGF	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	SULT2A1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	TAT	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	GLS	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	FCGR3B	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	NTRK1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	SLC19A1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	ADA	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	SLAMF1	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	E2F1	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	ALOX5	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	IL2	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	ICAM3	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	IL1RN	NA	NA	NA	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	FLT3	NA	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL34259	METHOTREXATE	NR3C1	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2016	CHEMBL1201309	NAFARELIN	GNRHR	NA	NA	TRUE	NA	NA	NA
Snell2016	CHEMBL1201309	NAFARELIN	GNRHR2	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL477	ADENOSINE	ADORA3	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL477	ADENOSINE	TRPM4	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL477	ADENOSINE	PI4K2A	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL477	ADENOSINE	ADORA2B	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL477	ADENOSINE	ADORA2A	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL477	ADENOSINE	PI4K2B	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL477	ADENOSINE	ADORA1	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL1619	CLADRIBINE	XIAP	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1619	CLADRIBINE	IL2RA	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1619	CLADRIBINE	ADA	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1619	CLADRIBINE	BCL2L2	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1619	CLADRIBINE	CDKN1A	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1619	CLADRIBINE	TGFB1	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1619	CLADRIBINE	DCK	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1619	CLADRIBINE	DIABLO	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL109	VALPROIC ACID	FAS	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	ACADSB	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	BCL2	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	POLG	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HMGCR	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	TSHB	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HDAC5	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	BAP1	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	MC2R	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	LEP	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	ATM	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	SMN1	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	GGT1	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	ABAT	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	SST	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HDAC7	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HDAC8	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HDAC4	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HDAC9	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	HTT	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL109	VALPROIC ACID	ALDH5A1	NA	NA	TRUE	TRUE	TRUE	TRUE
Snell2018	CHEMBL1201112	NELARABINE	POLA1	TRUE	TRUE	NA	TRUE	TRUE	NA
Snell2018	CHEMBL601	AMINOLEVULINIC ACID	HTR1B	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL601	AMINOLEVULINIC ACID	HTR1D	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL601	AMINOLEVULINIC ACID	BCL2	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL601	AMINOLEVULINIC ACID	ALAD	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL370143	PAROMOMYCIN	SLC25A4	NA	TRUE	NA	NA	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	ACE	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	SST	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	DPP4	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	MYO9B	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	PIK3CG	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	SERPINE1	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	GNRH1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	CYP19A1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1560	CAPTOPRIL	NOS2	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL853	ZALCITABINE	GNRH1	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL853	ZALCITABINE	TK2	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL853	ZALCITABINE	HSPA4	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL853	ZALCITABINE	DNTT	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL783	NATEGLINIDE	ABCC8	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL783	NATEGLINIDE	KCNJ1	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL783	NATEGLINIDE	KCNJ11	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL783	NATEGLINIDE	KCNJ10	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL532	ERYTHROMYCIN	BCL2	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL532	ERYTHROMYCIN	TRH	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL532	ERYTHROMYCIN	IL1B	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL532	ERYTHROMYCIN	ABCC1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL532	ERYTHROMYCIN	BAX	TRUE	TRUE	TRUE	TRUE	TRUE	NA
